K,gamma,exact_log_ratio,perturbative_log_ratio
2,1.5,-1.7785952045806166,-1.998351112353172
3,0.0001,26.868134946741208,26.881066676751324
3,0.0001102002906587192,26.28503999977438,26.298797509751143
3,0.00012144104061266207,25.702072151000674,25.716636711395058
3,0.00013382837973412683,25.119277337407382,25.13460736527369
3,0.00014747926345086223,24.53671273129191,24.552737432724637
3,0.00016252257698418858,23.954449073652732,23.971060765020518
3,0.00017910035222261646,23.372573410622046,23.389618316877733
3,0.0001973691087201132,22.791192273724917,22.80845959720941
3,0.00021750133148008824,22.210435335688953,22.22764439747589
3,0.00023968709947764182,21.630459556696096,21.647244841938026
3,0.00026413588029581474,21.051453808505045,21.067347806908604
3,0.00029107850781995444,20.473643922595716,20.48805775668698
3,0.0003207693616626528,19.897298050340467,19.909500040734574
3,0.00035348876889636157,19.322732146175237,19.3318246876686
3,0.00038954565076971864,18.750315289325915,18.755210713917997
3,0.0004292804393966292,18.18047445113473,18.179870934643077
3,0.00047306829195611276,17.613698206444855,17.60605721717594
3,0.0005213226327498746,17.050538802796343,17.034066047648682
3,0.0005744990565600491,16.491611977593774,16.464244184680513
3,0.0006330996301607743,15.937594000840257,15.896994046680263
3,0.0006976776325964496,15.389215675824598,15.332778322295642
3,0.0007688427789821585,14.8472535002766,14.772123115404991
3,0.0008472669771469127,14.31251889182182,14.215618757866427
3,0.0009336906714712427,13.785847268990423,13.663917283252765
3,0.0010289298338146565,13.268089723781326,13.117725510918927
3,0.001133883667538029,12.760110810627584,12.577792816108957
3,0.0012495430973586534,12.26279634745977,12.044893034777184
3,0.0013770001251951986,11.7770748393187,11.519800622217298
3,0.001517458140336036,11.303955070515574,11.003262138615009
3,0.0016722432812747068,10.844580636780108,10.49596525546138
3,0.001842816956485632,10.400300008854664,9.998508530375299
3,0.0020307896423553294,9.972748702207486,9.51137586841644
3,0.0022379360885427394,9.563939179412962,9.034919572455102
3,0.0024662120743304703,9.176355650894983,8.569355022771068
3,0.002717772874172606,8.813057172545026,8.114768401141673
3,0.0029949936067820387,8.47780666303477,7.671136827109375
3,0.0033004916598838646,8.175270512022482,7.238358291969988
3,0.003637151402358808,7.911381344889939,6.816287315649664
3,0.004008151417097093,7.694043231192477,6.404771577558842
3,0.004416994511682568,7.534535849697992,6.003684896911071
3,0.004867540790253865,7.450408107916207,5.612952676459825
3,0.005364044098791477,7.471935277505331,5.232567018370656
3,0.005911192187930082,7.658891228425272,4.862589957907321
3,0.00651415097249446,8.157558938788672,4.503144526556888
3,0.007178613305636679,9.54070207329584,4.15439462329389
3,0.007910852728077117,10.66934222499545,3.8165159319786115
3,0.0087177826999242,7.4323537856587265,3.4896613074746217
3,0.009607021874312009,5.932538075570836,3.1739249941222916
3,0.010586966029138566,4.865495473054896,2.8693104888570335
3,0.011666867336050574,4.01011147245115,2.5757065815985785
3,0.012856921715094902,3.2851661999574695,2.2928750036683985
3,0.014168365099798567,2.649912756994617,2.0204513355297156
3,0.015613579521566553,2.079513039122407,1.757958748237793
3,0.017206210014996618,1.5569757886702789,1.5048322745365583
3,0.018961293447875924,1.0702323366561117,1.2604500542263022
3,0.020895400492211946,0.6111189859111015,1.0241675842428863
3,0.023026792076721033,0.1751801763998877,0.7953513715424996
3,0.0253755917979255,-0.23809743490811286,0.5734092816225362
