n_majorana,weight,beta,n_samples,n_strings,mean_m1,std_m1,predicted_std_m1,std_m1_over_prediction,mean_m2,sigma2_mean_over_strings,rel_std_m2,predicted_rel_std_m2,rel_std_m2_over_prediction,mean_abs_offdiag_corr,max_abs_offdiag_corr,mean_excess_kurtosis
14,4,1.0,200,1001,-0.00014915253254708602,0.0013948476012134259,0.001247232237087035,1.1183543527315756,0.0015571438414823588,0.0015571438414823588,0.06613516334414854,0.04469901562676742,1.4795664382493552,0.05683483345543422,0.3400455373982378,-0.043137625362821605
