n_majorana,weight,beta,n_samples,n_strings,mean_m1,std_m1,predicted_std_m1,std_m1_over_prediction,mean_m2,sigma2_mean_over_strings,rel_std_m2,predicted_rel_std_m2,rel_std_m2_over_prediction,mean_abs_offdiag_corr,max_abs_offdiag_corr,mean_excess_kurtosis
16,4,1.0,80,1820,-2.7731975785569736e-05,0.0007175834469325716,0.000721502152697532,0.9945686845835329,0.0009474289485518542,0.0009474289485518543,0.04302012035935559,0.033149677206589796,1.2977538240041642,0.09011489287882252,0.5258832286490083,-0.06987504615315486
